"id","year","rosenberg","rosenberg_inp","dum_35_inp","dum_40_inp","dum_45_inp"
863369,2014,59,59,0,0,0
863380,2022,38,38,0,1,1
863385,2017,47,47,0,0,0
863385,2018,NA,47,0,0,0
863403,2008,60,60,0,0,0
863406,2008,63,63,0,0,0
863406,2009,64,64,0,0,0
863406,2010,NA,64,0,0,0
863406,2011,57,57,0,0,0
863406,2012,NA,57,0,0,0
863406,2013,61,61,0,0,0
863406,2014,60,60,0,0,0
863406,2015,NA,60,0,0,0
863406,2016,NA,60,0,0,0
863406,2017,62,62,0,0,0
863406,2018,NA,62,0,0,0
863406,2019,56,56,0,0,0
863406,2020,61,61,0,0,0
863406,2021,57,57,0,0,0
863408,2022,63,63,0,0,0
863409,2018,40,40,0,1,1
863409,2019,70,70,0,0,0
863409,2020,67,67,0,0,0
863409,2021,68,68,0,0,0
863409,2022,70,70,0,0,0
863412,2008,46,46,0,0,0
863412,2009,48,48,0,0,0
863412,2010,NA,48,0,0,0
863412,2011,52,52,0,0,0
863412,2012,NA,52,0,0,0
863412,2013,51,51,0,0,0
863412,2014,46,46,0,0,0
863412,2015,NA,46,0,0,0
863412,2016,NA,46,0,0,0
863412,2017,49,49,0,0,0
863424,2008,61,61,0,0,0
863430,2012,55,55,0,0,0
863430,2013,59,59,0,0,0
863430,2014,47,47,0,0,0
863430,2015,NA,47,0,0,0
863430,2016,NA,47,0,0,0
863435,2020,NA,NA,NA,NA,NA
863435,2021,NA,NA,NA,NA,NA
863439,2010,70,70,0,0,0
863439,2011,47,47,0,0,0
863440,2022,68,68,0,0,0
863442,2008,47,47,0,0,0
863442,2009,43,43,0,0,1
863442,2010,NA,43,0,0,1
863442,2011,40,40,0,1,1
863442,2012,NA,40,0,1,1
863449,2008,42,42,0,0,1
863449,2009,44,44,0,0,1
863449,2010,NA,44,0,0,1
863464,2010,57,57,0,0,0
863464,2011,55,55,0,0,0
863473,2014,52,52,0,0,0
863473,2015,NA,52,0,0,0
863473,2016,NA,52,0,0,0
863476,2008,48,48,0,0,0
863476,2009,51,51,0,0,0
863476,2010,NA,51,0,0,0
863476,2011,61,61,0,0,0
863476,2012,NA,61,0,0,0
863476,2013,62,62,0,0,0
863476,2014,65,65,0,0,0
863476,2015,NA,65,0,0,0
863476,2016,NA,65,0,0,0
863476,2017,58,58,0,0,0
863476,2018,NA,58,0,0,0
863476,2019,61,61,0,0,0
863476,2020,61,61,0,0,0
863476,2021,64,64,0,0,0
863476,2022,64,64,0,0,0
863485,2008,57,57,0,0,0
863485,2009,51,51,0,0,0
863485,2010,NA,51,0,0,0
863485,2011,41,41,0,0,1
863491,2013,65,65,0,0,0
863491,2014,59,59,0,0,0
863491,2015,NA,59,0,0,0
863491,2016,NA,59,0,0,0
863491,2017,60,60,0,0,0
863491,2018,NA,60,0,0,0
863491,2019,36,36,0,1,1
863491,2020,36,36,0,1,1
863491,2021,NA,36,0,1,1
863491,2022,64,64,0,0,0
863494,2012,61,61,0,0,0
863494,2013,65,65,0,0,0
863494,2014,60,60,0,0,0
863494,2015,NA,60,0,0,0
863494,2016,NA,60,0,0,0
863494,2017,65,65,0,0,0
863500,2010,70,70,0,0,0
863501,2022,28,28,1,1,1
863507,2017,53,53,0,0,0
863507,2018,NA,53,0,0,0
863510,2008,66,66,0,0,0
863510,2009,69,69,0,0,0
863510,2010,NA,69,0,0,0
863510,2011,63,63,0,0,0
863510,2012,NA,63,0,0,0
863510,2013,64,64,0,0,0
863510,2014,62,62,0,0,0
863510,2015,NA,62,0,0,0
863510,2016,NA,62,0,0,0
863510,2017,65,65,0,0,0
863510,2018,NA,65,0,0,0
863510,2019,66,66,0,0,0
863510,2020,68,68,0,0,0
863510,2021,67,67,0,0,0
863510,2022,64,64,0,0,0
863512,2019,44,44,0,0,1
863512,2020,50,50,0,0,0
863516,2008,68,68,0,0,0
863516,2009,69,69,0,0,0
863516,2010,NA,69,0,0,0
863516,2011,69,69,0,0,0
863516,2012,NA,69,0,0,0
863516,2013,65,65,0,0,0
863516,2014,68,68,0,0,0
863516,2015,NA,68,0,0,0
863516,2016,NA,68,0,0,0
863516,2017,61,61,0,0,0
863516,2018,NA,61,0,0,0
863516,2019,59,59,0,0,0
863516,2020,66,66,0,0,0
863516,2021,60,60,0,0,0
863516,2022,58,58,0,0,0
863521,2020,27,27,1,1,1
863521,2021,29,29,1,1,1
863521,2022,30,30,1,1,1
863522,2008,66,66,0,0,0
863526,2020,54,54,0,0,0
863526,2021,54,54,0,0,0
863526,2022,54,54,0,0,0
863528,2008,45,45,0,0,1
863528,2009,47,47,0,0,0
863528,2010,NA,47,0,0,0
863528,2011,45,45,0,0,1
863528,2012,NA,45,0,0,1
863528,2013,54,54,0,0,0
863528,2014,51,51,0,0,0
863528,2015,NA,51,0,0,0
863528,2016,NA,51,0,0,0
863528,2017,50,50,0,0,0
863528,2018,NA,50,0,0,0
863528,2019,51,51,0,0,0
863528,2020,44,44,0,0,1
863528,2021,46,46,0,0,0
863533,2022,45,45,0,0,1
863552,2008,46,46,0,0,0
863552,2009,40,40,0,1,1
863552,2010,NA,40,0,1,1
863552,2011,36,36,0,1,1
863552,2012,NA,36,0,1,1
863552,2013,61,61,0,0,0
863552,2014,43,43,0,0,1
863552,2015,NA,43,0,0,1
863552,2016,NA,43,0,0,1
863552,2017,49,49,0,0,0
863552,2018,NA,49,0,0,0
863552,2019,54,54,0,0,0
863552,2020,21,21,1,1,1
863552,2021,50,50,0,0,0
863552,2022,57,57,0,0,0
863555,2008,44,44,0,0,1
863555,2009,50,50,0,0,0
863555,2010,NA,50,0,0,0
863555,2011,46,46,0,0,0
863555,2012,NA,46,0,0,0
863555,2013,49,49,0,0,0
863555,2014,47,47,0,0,0
863555,2015,NA,47,0,0,0
863555,2016,NA,47,0,0,0
863555,2017,43,43,0,0,1
863555,2018,NA,43,0,0,1
863568,2008,65,65,0,0,0
863569,2022,48,48,0,0,0
863574,2008,63,63,0,0,0
863574,2009,NA,63,0,0,0
863574,2010,NA,63,0,0,0
863576,2022,64,64,0,0,0
863580,2010,58,58,0,0,0
863580,2011,59,59,0,0,0
863580,2012,NA,59,0,0,0
863580,2013,59,59,0,0,0
863580,2014,53,53,0,0,0
863580,2015,NA,53,0,0,0
863580,2016,NA,53,0,0,0
863580,2017,61,61,0,0,0
863580,2018,NA,61,0,0,0
863580,2019,59,59,0,0,0
863580,2020,61,61,0,0,0
863580,2021,44,44,0,0,1
863580,2022,52,52,0,0,0
863583,2021,57,57,0,0,0
863610,2012,58,58,0,0,0
863610,2013,44,44,0,0,1
863610,2014,41,41,0,0,1
863610,2015,NA,41,0,0,1
863610,2016,NA,41,0,0,1
863618,2021,52,52,0,0,0
863618,2022,44,44,0,0,1
863635,2014,61,61,0,0,0
863635,2015,NA,61,0,0,0
863635,2016,NA,61,0,0,0
863638,2014,61,61,0,0,0
863638,2015,NA,61,0,0,0
863638,2016,NA,61,0,0,0
863638,2017,NA,61,0,0,0
863638,2018,68,68,0,0,0
863644,2014,61,61,0,0,0
863644,2015,NA,61,0,0,0
863644,2016,NA,61,0,0,0
863644,2017,NA,61,0,0,0
863644,2018,57,57,0,0,0
863644,2019,NA,57,0,0,0
863644,2020,61,61,0,0,0
863644,2021,60,60,0,0,0
863644,2022,52,52,0,0,0
863649,2020,56,56,0,0,0
863649,2021,66,66,0,0,0
863649,2022,60,60,0,0,0
863653,2017,53,53,0,0,0
863653,2018,NA,53,0,0,0
863653,2019,NA,53,0,0,0
863653,2020,NA,53,0,0,0
863653,2021,42,42,0,0,1
863668,2012,64,64,0,0,0
863668,2013,65,65,0,0,0
863668,2014,52,52,0,0,0
863668,2015,NA,52,0,0,0
863668,2016,NA,52,0,0,0
863668,2017,45,45,0,0,1
863671,2008,70,70,0,0,0
863671,2009,NA,70,0,0,0
863671,2010,NA,70,0,0,0
863671,2011,NA,70,0,0,0
863671,2012,70,70,0,0,0
863671,2013,NA,70,0,0,0
863671,2014,70,70,0,0,0
863671,2015,NA,70,0,0,0
863671,2016,NA,70,0,0,0
863671,2017,70,70,0,0,0
863671,2018,NA,70,0,0,0
863671,2019,NA,70,0,0,0
863671,2020,NA,70,0,0,0
863671,2021,NA,70,0,0,0
863671,2022,70,70,0,0,0
863692,2022,45,45,0,0,1
863693,2008,59,59,0,0,0
863693,2009,66,66,0,0,0
863693,2010,NA,66,0,0,0
863693,2011,61,61,0,0,0
863693,2012,NA,61,0,0,0
863693,2013,38,38,0,1,1
863693,2014,43,43,0,0,1
863693,2015,NA,43,0,0,1
863693,2016,NA,43,0,0,1
863693,2017,41,41,0,0,1
863693,2018,NA,41,0,0,1
863693,2019,55,55,0,0,0
863702,2008,51,51,0,0,0
863702,2009,58,58,0,0,0
863702,2010,NA,58,0,0,0
863702,2011,70,70,0,0,0
863702,2012,NA,70,0,0,0
863702,2013,NA,70,0,0,0
863702,2014,54,54,0,0,0
863702,2015,NA,54,0,0,0
863702,2016,NA,54,0,0,0
863702,2017,64,64,0,0,0
863702,2018,NA,64,0,0,0
863702,2019,66,66,0,0,0
863702,2020,70,70,0,0,0
863702,2021,68,68,0,0,0
863702,2022,69,69,0,0,0
863708,2008,68,68,0,0,0
863714,2017,60,60,0,0,0
863714,2018,NA,60,0,0,0
863714,2019,60,60,0,0,0
863714,2020,57,57,0,0,0
863714,2021,59,59,0,0,0
863714,2022,56,56,0,0,0
863717,2008,68,68,0,0,0
863717,2009,61,61,0,0,0
863717,2010,NA,61,0,0,0
863717,2011,67,67,0,0,0
863717,2012,NA,67,0,0,0
863717,2013,67,67,0,0,0
863717,2014,63,63,0,0,0
863720,2017,30,30,1,1,1
863720,2018,NA,30,1,1,1
863726,2014,46,46,0,0,0
863726,2015,NA,46,0,0,0
863726,2016,NA,46,0,0,0
863726,2017,56,56,0,0,0
863732,2011,53,53,0,0,0
863732,2012,NA,53,0,0,0
863735,2008,52,52,0,0,0
863735,2009,63,63,0,0,0
863739,2014,58,58,0,0,0
863739,2015,NA,58,0,0,0
863739,2016,NA,58,0,0,0
863739,2017,49,49,0,0,0
863739,2018,NA,49,0,0,0
863745,2010,61,61,0,0,0
863751,2010,48,48,0,0,0
863751,2011,45,45,0,0,1
863751,2012,NA,45,0,0,1
863751,2013,51,51,0,0,0
863757,2008,67,67,0,0,0
863757,2009,57,57,0,0,0
863757,2010,NA,57,0,0,0
863757,2011,60,60,0,0,0
863757,2012,NA,60,0,0,0
863757,2013,58,58,0,0,0
863757,2014,56,56,0,0,0
863757,2015,NA,56,0,0,0
863757,2016,NA,56,0,0,0
863757,2017,57,57,0,0,0
863757,2018,NA,57,0,0,0
863757,2019,66,66,0,0,0
863757,2020,61,61,0,0,0
863757,2021,56,56,0,0,0
863757,2022,52,52,0,0,0
863760,2008,64,64,0,0,0
863760,2009,64,64,0,0,0
863766,2014,70,70,0,0,0
863766,2015,NA,70,0,0,0
863766,2016,NA,70,0,0,0
863766,2017,61,61,0,0,0
863766,2018,NA,61,0,0,0
863766,2019,68,68,0,0,0
863766,2020,70,70,0,0,0
863766,2021,40,40,0,1,1
863766,2022,40,40,0,1,1
863769,2008,63,63,0,0,0
863769,2009,63,63,0,0,0
863769,2010,NA,63,0,0,0
863769,2011,61,61,0,0,0
863769,2012,NA,61,0,0,0
863769,2013,63,63,0,0,0
863772,2008,54,54,0,0,0
863772,2009,51,51,0,0,0
863772,2010,NA,51,0,0,0
863772,2011,59,59,0,0,0
863772,2012,NA,59,0,0,0
863772,2013,59,59,0,0,0
863772,2014,52,52,0,0,0
863772,2015,NA,52,0,0,0
863772,2016,NA,52,0,0,0
863772,2017,52,52,0,0,0
863772,2018,NA,52,0,0,0
863778,2008,68,68,0,0,0
863778,2009,60,60,0,0,0
863778,2010,NA,60,0,0,0
863778,2011,61,61,0,0,0
863778,2012,NA,61,0,0,0
863778,2013,65,65,0,0,0
863778,2014,66,66,0,0,0
863778,2015,NA,66,0,0,0
863778,2016,NA,66,0,0,0
863787,2008,68,68,0,0,0
863790,2008,70,70,0,0,0
863790,2009,70,70,0,0,0
863790,2010,NA,70,0,0,0
863790,2011,63,63,0,0,0
863790,2012,NA,63,0,0,0
863790,2013,62,62,0,0,0
863790,2014,66,66,0,0,0
863790,2015,NA,66,0,0,0
863790,2016,NA,66,0,0,0
863790,2017,66,66,0,0,0
863790,2018,NA,66,0,0,0
863790,2019,65,65,0,0,0
863790,2020,66,66,0,0,0
863790,2021,70,70,0,0,0
863790,2022,66,66,0,0,0
863796,2014,70,70,0,0,0
863796,2015,NA,70,0,0,0
863796,2016,NA,70,0,0,0
863803,2012,70,70,0,0,0
863815,2012,62,62,0,0,0
863815,2013,64,64,0,0,0
863818,2014,67,67,0,0,0
863821,2010,38,38,0,1,1
863821,2011,39,39,0,1,1
863821,2012,NA,39,0,1,1
863821,2013,NA,39,0,1,1
863821,2014,49,49,0,0,0
863821,2015,NA,49,0,0,0
863821,2016,NA,49,0,0,0
863821,2017,43,43,0,0,1
863821,2018,NA,43,0,0,1
863821,2019,35,35,1,1,1
863821,2020,47,47,0,0,0
863821,2021,37,37,0,1,1
863821,2022,40,40,0,1,1
863836,2008,64,64,0,0,0
863836,2009,63,63,0,0,0
863836,2010,NA,63,0,0,0
863836,2011,63,63,0,0,0
863836,2012,NA,63,0,0,0
863840,2022,48,48,0,0,0
863867,2008,48,48,0,0,0
863867,2009,48,48,0,0,0
863867,2010,NA,48,0,0,0
863867,2011,59,59,0,0,0
863867,2012,NA,59,0,0,0
863867,2013,59,59,0,0,0
863879,2008,51,51,0,0,0
863879,2009,57,57,0,0,0
863879,2010,NA,57,0,0,0
863879,2011,55,55,0,0,0
863879,2012,NA,55,0,0,0
863879,2013,62,62,0,0,0
863879,2014,60,60,0,0,0
863879,2015,NA,60,0,0,0
863879,2016,NA,60,0,0,0
863888,2008,63,63,0,0,0
863888,2009,60,60,0,0,0
863894,2008,63,63,0,0,0
863894,2009,64,64,0,0,0
863894,2010,NA,64,0,0,0
863894,2011,62,62,0,0,0
863894,2012,NA,62,0,0,0
863894,2013,60,60,0,0,0
863894,2014,56,56,0,0,0
863894,2015,NA,56,0,0,0
863894,2016,NA,56,0,0,0
863894,2017,NA,56,0,0,0
863894,2018,60,60,0,0,0
863894,2019,NA,60,0,0,0
863894,2020,63,63,0,0,0
863897,2012,67,67,0,0,0
863903,2008,59,59,0,0,0
863903,2009,64,64,0,0,0
863912,2014,59,59,0,0,0
863912,2015,NA,59,0,0,0
863912,2016,NA,59,0,0,0
863912,2017,44,44,0,0,1
863912,2018,NA,44,0,0,1
863912,2019,NA,44,0,0,1
863912,2020,49,49,0,0,0
863912,2021,49,49,0,0,0
863912,2022,53,53,0,0,0
863919,2010,61,61,0,0,0
863919,2011,66,66,0,0,0
863922,2014,59,59,0,0,0
863922,2015,NA,59,0,0,0
863922,2016,NA,59,0,0,0
863922,2017,NA,59,0,0,0
863922,2018,52,52,0,0,0
863925,2008,69,69,0,0,0
863928,2008,66,66,0,0,0
863931,2011,62,62,0,0,0
863931,2012,NA,62,0,0,0
863931,2013,57,57,0,0,0
863931,2014,68,68,0,0,0
863937,2008,67,67,0,0,0
863937,2009,66,66,0,0,0
863940,2008,64,64,0,0,0
863940,2009,59,59,0,0,0
863940,2010,NA,59,0,0,0
863940,2011,64,64,0,0,0
863940,2012,NA,64,0,0,0
863940,2013,61,61,0,0,0
863940,2014,63,63,0,0,0
863940,2015,NA,63,0,0,0
863940,2016,NA,63,0,0,0
863940,2017,64,64,0,0,0
863940,2018,NA,64,0,0,0
863940,2019,64,64,0,0,0
863940,2020,62,62,0,0,0
863940,2021,61,61,0,0,0
863940,2022,60,60,0,0,0
863949,2017,51,51,0,0,0
863955,2012,51,51,0,0,0
863964,2010,70,70,0,0,0
863964,2011,70,70,0,0,0
863964,2012,NA,70,0,0,0
863964,2013,68,68,0,0,0
863964,2014,70,70,0,0,0
863964,2015,NA,70,0,0,0
863964,2016,NA,70,0,0,0
863967,2008,54,54,0,0,0
863967,2009,61,61,0,0,0
863967,2010,NA,61,0,0,0
863967,2011,NA,61,0,0,0
863967,2012,62,62,0,0,0
863967,2013,NA,62,0,0,0
863967,2014,55,55,0,0,0
863967,2015,NA,55,0,0,0
863967,2016,NA,55,0,0,0
863967,2017,59,59,0,0,0
863994,2022,52,52,0,0,0
863998,2008,45,45,0,0,1
863998,2009,45,45,0,0,1
864013,2008,54,54,0,0,0
864013,2009,51,51,0,0,0
864013,2010,NA,51,0,0,0
864013,2011,58,58,0,0,0
864013,2012,NA,58,0,0,0
864013,2013,52,52,0,0,0
864022,2008,69,69,0,0,0
864025,2010,67,67,0,0,0
864025,2011,68,68,0,0,0
864025,2012,NA,68,0,0,0
864025,2013,70,70,0,0,0
864028,2008,46,46,0,0,0
864028,2009,47,47,0,0,0
864028,2010,NA,47,0,0,0
864028,2011,49,49,0,0,0
864028,2012,NA,49,0,0,0
864038,2014,58,58,0,0,0
864038,2015,NA,58,0,0,0
864038,2016,NA,58,0,0,0
864038,2017,NA,58,0,0,0
864038,2018,59,59,0,0,0
864038,2019,22,22,1,1,1
864047,2012,55,55,0,0,0
864047,2013,53,53,0,0,0
864047,2014,60,60,0,0,0
864047,2015,NA,60,0,0,0
864047,2016,NA,60,0,0,0
864048,2020,51,51,0,0,0
864048,2021,47,47,0,0,0
864048,2022,40,40,0,1,1
864065,2008,68,68,0,0,0
864071,2008,61,61,0,0,0
864071,2009,61,61,0,0,0
864071,2010,NA,61,0,0,0
864071,2011,55,55,0,0,0
864071,2012,NA,55,0,0,0
864071,2013,59,59,0,0,0
864071,2014,64,64,0,0,0
864071,2015,NA,64,0,0,0
864071,2016,NA,64,0,0,0
864071,2017,63,63,0,0,0
864071,2018,NA,63,0,0,0
864071,2019,60,60,0,0,0
864071,2020,63,63,0,0,0
864071,2021,60,60,0,0,0
864071,2022,62,62,0,0,0
864099,2008,60,60,0,0,0
864099,2009,40,40,0,1,1
864099,2010,NA,40,0,1,1
864099,2011,62,62,0,0,0
864099,2012,NA,62,0,0,0
864102,2008,59,59,0,0,0
864102,2009,56,56,0,0,0
864102,2010,NA,56,0,0,0
864102,2011,60,60,0,0,0
864102,2012,NA,60,0,0,0
864102,2013,58,58,0,0,0
864102,2014,61,61,0,0,0
864102,2015,NA,61,0,0,0
864102,2016,NA,61,0,0,0
864102,2017,61,61,0,0,0
864102,2018,NA,61,0,0,0
864102,2019,59,59,0,0,0
864102,2020,49,49,0,0,0
864107,2021,49,49,0,0,0
864114,2008,61,61,0,0,0
864114,2009,48,48,0,0,0
864137,2018,52,52,0,0,0
864144,2008,33,33,1,1,1
864144,2009,45,45,0,0,1
864144,2010,NA,45,0,0,1
864144,2011,40,40,0,1,1
864144,2012,NA,40,0,1,1
864144,2013,45,45,0,0,1
864144,2014,49,49,0,0,0
864144,2015,NA,49,0,0,0
864144,2016,NA,49,0,0,0
864144,2017,45,45,0,0,1
864144,2018,NA,45,0,0,1
864144,2019,52,52,0,0,0
864144,2020,40,40,0,1,1
864144,2021,42,42,0,0,1
864144,2022,55,55,0,0,0
864147,2012,68,68,0,0,0
864147,2013,55,55,0,0,0
864147,2014,61,61,0,0,0
864151,2008,64,64,0,0,0
864151,2009,64,64,0,0,0
864151,2010,NA,64,0,0,0
864151,2011,64,64,0,0,0
864151,2012,NA,64,0,0,0
864151,2013,63,63,0,0,0
864151,2014,63,63,0,0,0
864151,2015,NA,63,0,0,0
864151,2016,NA,63,0,0,0
864151,2017,67,67,0,0,0
864151,2018,NA,67,0,0,0
864151,2019,63,63,0,0,0
864151,2020,64,64,0,0,0
864151,2021,65,65,0,0,0
864151,2022,65,65,0,0,0
864157,2014,60,60,0,0,0
864157,2015,NA,60,0,0,0
864157,2016,NA,60,0,0,0
864157,2017,NA,60,0,0,0
864157,2018,18,18,1,1,1
864157,2019,55,55,0,0,0
864157,2020,61,61,0,0,0
864157,2021,64,64,0,0,0
864157,2022,63,63,0,0,0
864169,2014,58,58,0,0,0
864169,2015,NA,58,0,0,0
864169,2016,NA,58,0,0,0
864169,2017,58,58,0,0,0
864169,2018,NA,58,0,0,0
864169,2019,59,59,0,0,0
864169,2020,61,61,0,0,0
864169,2021,55,55,0,0,0
864169,2022,59,59,0,0,0
864178,2008,63,63,0,0,0
864178,2009,60,60,0,0,0
864178,2010,NA,60,0,0,0
864178,2011,NA,60,0,0,0
864178,2012,59,59,0,0,0
864197,2022,61,61,0,0,0
864218,2008,14,14,1,1,1
864218,2009,64,64,0,0,0
864218,2010,NA,64,0,0,0
864218,2011,67,67,0,0,0
864218,2012,NA,67,0,0,0
864218,2013,67,67,0,0,0
864218,2014,67,67,0,0,0
864218,2015,NA,67,0,0,0
864218,2016,NA,67,0,0,0
864218,2017,64,64,0,0,0
864218,2018,NA,64,0,0,0
864218,2019,64,64,0,0,0
864218,2020,56,56,0,0,0
864218,2021,65,65,0,0,0
864218,2022,68,68,0,0,0
864220,2018,54,54,0,0,0
864220,2019,NA,54,0,0,0
864220,2020,69,69,0,0,0
864233,2014,64,64,0,0,0
864233,2015,NA,64,0,0,0
864233,2016,NA,64,0,0,0
864240,2022,62,62,0,0,0
864241,2020,56,56,0,0,0
864245,2010,60,60,0,0,0
864245,2011,70,70,0,0,0
864245,2012,NA,70,0,0,0
864245,2013,NA,70,0,0,0
864245,2014,62,62,0,0,0
864245,2015,NA,62,0,0,0
864245,2016,NA,62,0,0,0
864245,2017,70,70,0,0,0
864245,2018,NA,70,0,0,0
864245,2019,62,62,0,0,0
864245,2020,63,63,0,0,0
864245,2021,52,52,0,0,0
864245,2022,63,63,0,0,0
864251,2009,61,61,0,0,0
864251,2010,NA,61,0,0,0
864251,2011,45,45,0,0,1
864251,2012,NA,45,0,0,1
864251,2013,57,57,0,0,0
864251,2014,49,49,0,0,0
864251,2015,NA,49,0,0,0
864251,2016,NA,49,0,0,0
864251,2017,60,60,0,0,0
864251,2018,NA,60,0,0,0
864251,2019,61,61,0,0,0
864251,2020,62,62,0,0,0
864251,2021,56,56,0,0,0
864251,2022,53,53,0,0,0
864257,2008,66,66,0,0,0
864257,2009,64,64,0,0,0
864257,2010,NA,64,0,0,0
864257,2011,65,65,0,0,0
864257,2012,NA,65,0,0,0
864257,2013,70,70,0,0,0
864257,2014,NA,70,0,0,0
864257,2015,68,68,0,0,0
864257,2016,NA,68,0,0,0
864257,2017,67,67,0,0,0
864257,2018,NA,67,0,0,0
864257,2019,69,69,0,0,0
864257,2020,61,61,0,0,0
864257,2021,70,70,0,0,0
864257,2022,64,64,0,0,0
864266,2009,37,37,0,1,1
864266,2010,NA,37,0,1,1
864266,2011,NA,37,0,1,1
864266,2012,NA,37,0,1,1
864266,2013,NA,37,0,1,1
864266,2014,51,51,0,0,0
864270,2008,68,68,0,0,0
864270,2009,67,67,0,0,0
864270,2010,NA,67,0,0,0
864270,2011,64,64,0,0,0
864270,2012,NA,64,0,0,0
864270,2013,62,62,0,0,0
864270,2014,59,59,0,0,0
864270,2015,NA,59,0,0,0
864270,2016,NA,59,0,0,0
864270,2017,65,65,0,0,0
864270,2018,NA,65,0,0,0
864270,2019,60,60,0,0,0
864270,2020,64,64,0,0,0
864270,2021,55,55,0,0,0
864270,2022,57,57,0,0,0
864276,2008,46,46,0,0,0
864276,2009,53,53,0,0,0
864276,2010,NA,53,0,0,0
864276,2011,49,49,0,0,0
864276,2012,NA,49,0,0,0
864276,2013,47,47,0,0,0
864279,2008,52,52,0,0,0
864285,2008,48,48,0,0,0
864285,2009,59,59,0,0,0
864285,2010,NA,59,0,0,0
864285,2011,55,55,0,0,0
864285,2012,NA,55,0,0,0
864285,2013,62,62,0,0,0
864285,2014,53,53,0,0,0
864285,2015,NA,53,0,0,0
864285,2016,NA,53,0,0,0
864285,2017,55,55,0,0,0
864288,2008,41,41,0,0,1
864288,2009,48,48,0,0,0
864288,2010,NA,48,0,0,0
864288,2011,41,41,0,0,1
864288,2012,NA,41,0,0,1
864288,2013,56,56,0,0,0
864288,2014,59,59,0,0,0
864288,2015,NA,59,0,0,0
864288,2016,NA,59,0,0,0
864288,2017,57,57,0,0,0
864288,2018,NA,57,0,0,0
864288,2019,NA,57,0,0,0
864288,2020,58,58,0,0,0
864300,2008,70,70,0,0,0
864300,2009,64,64,0,0,0
864300,2010,NA,64,0,0,0
864300,2011,40,40,0,1,1
864300,2012,NA,40,0,1,1
864300,2013,39,39,0,1,1
864315,2017,61,61,0,0,0
864315,2018,NA,61,0,0,0
864315,2019,63,63,0,0,0
864315,2020,65,65,0,0,0
864315,2021,60,60,0,0,0
864315,2022,65,65,0,0,0
864318,2010,54,54,0,0,0
864324,2018,18,18,1,1,1
864324,2019,NA,18,1,1,1
864324,2020,25,25,1,1,1
864324,2021,38,38,0,1,1
864340,2008,40,40,0,1,1
864340,2009,55,55,0,0,0
864352,2017,53,53,0,0,0
864356,2020,52,52,0,0,0
864360,2022,67,67,0,0,0
864367,2009,65,65,0,0,0
864367,2010,NA,65,0,0,0
864367,2011,69,69,0,0,0
864367,2012,NA,69,0,0,0
864367,2013,68,68,0,0,0
864367,2014,61,61,0,0,0
864367,2015,NA,61,0,0,0
864367,2016,NA,61,0,0,0
864367,2017,67,67,0,0,0
864367,2018,NA,67,0,0,0
864367,2019,NA,67,0,0,0
864367,2020,61,61,0,0,0
864367,2021,66,66,0,0,0
864376,2014,42,42,0,0,1
864376,2015,NA,42,0,0,1
864376,2016,NA,42,0,0,1
864376,2017,56,56,0,0,0
864376,2018,NA,56,0,0,0
864376,2019,58,58,0,0,0
864376,2020,57,57,0,0,0
864376,2021,53,53,0,0,0
864376,2022,60,60,0,0,0
864382,2008,54,54,0,0,0
864382,2009,47,47,0,0,0
864382,2010,NA,47,0,0,0
864382,2011,47,47,0,0,0
864382,2012,NA,47,0,0,0
864382,2013,31,31,1,1,1
864382,2014,37,37,0,1,1
864382,2015,NA,37,0,1,1
864382,2016,NA,37,0,1,1
864382,2017,41,41,0,0,1
864382,2018,NA,41,0,0,1
864382,2019,38,38,0,1,1
864382,2020,39,39,0,1,1
864382,2021,22,22,1,1,1
864382,2022,17,17,1,1,1
864385,2017,65,65,0,0,0
864385,2018,NA,65,0,0,0
864394,2021,66,66,0,0,0
864394,2022,63,63,0,0,0
864395,2012,68,68,0,0,0
864395,2013,67,67,0,0,0
864395,2014,68,68,0,0,0
864395,2015,NA,68,0,0,0
864395,2016,NA,68,0,0,0
864395,2017,64,64,0,0,0
864395,2018,NA,64,0,0,0
864395,2019,65,65,0,0,0
864395,2020,64,64,0,0,0
864395,2021,66,66,0,0,0
864395,2022,65,65,0,0,0
864401,2014,65,65,0,0,0
864401,2015,NA,65,0,0,0
864401,2016,NA,65,0,0,0
864401,2017,64,64,0,0,0
864407,2017,45,45,0,0,1
864407,2018,NA,45,0,0,1
864413,2017,63,63,0,0,0
864413,2018,NA,63,0,0,0
864413,2019,61,61,0,0,0
864430,2022,64,64,0,0,0
864443,2014,61,61,0,0,0
864443,2015,NA,61,0,0,0
864443,2016,NA,61,0,0,0
864443,2017,66,66,0,0,0
864443,2018,NA,66,0,0,0
864443,2019,NA,66,0,0,0
864443,2020,60,60,0,0,0
864443,2021,58,58,0,0,0
864443,2022,59,59,0,0,0
864450,2008,69,69,0,0,0
864450,2009,40,40,0,1,1
864450,2010,NA,40,0,1,1
864450,2011,NA,40,0,1,1
864450,2012,NA,40,0,1,1
864459,2008,60,60,0,0,0
864459,2009,56,56,0,0,0
864459,2010,NA,56,0,0,0
864459,2011,48,48,0,0,0
864462,2008,54,54,0,0,0
864462,2009,68,68,0,0,0
864462,2010,NA,68,0,0,0
864462,2011,63,63,0,0,0
864462,2012,NA,63,0,0,0
864462,2013,66,66,0,0,0
864462,2014,68,68,0,0,0
864462,2015,NA,68,0,0,0
864462,2016,NA,68,0,0,0
